  -2.960001      -2.180001      -1.430001      -1.330002      -2.110002    
  -3.300001      -4.250001      -4.500001      -3.910002      -2.630002    
  -1.070002      0.3099984       1.219998       1.589998       1.439998    
  0.9599984      0.5499984      0.5199984      0.8499984       1.039998    
  0.6399984     -0.3900016      -1.490002      -1.830002     -0.8800015    
  0.9899984       2.709998       3.399998       3.059998       2.389998    
   1.999998       1.889998       1.829998       1.679998       1.359998    
  0.8799984      0.2899984      -4.250001      -3.100002      -2.120002    
  -1.920002      -2.540002      -3.390002      -3.960001      -4.240002    
  -4.400002      -4.490002      -4.230001      -3.430001      -2.180001    
 -0.9600015     -0.2500016     -0.2400016     -0.7700015      -1.510002    
  -2.110002      -2.300002      -2.100002      -1.980002      -2.390002    
  -3.150002      -3.290001      -2.170002     -0.3500016      0.9199984    
  0.9599984      0.2399984     -0.3600016     -0.5400016     -0.6300015    
  -1.000002      -1.710002      -2.500001      -3.100002      -5.250001    
  -4.340002      -3.580002      -3.310002      -3.400002      -3.440001    
  -3.300001      -3.370002      -4.090002      -5.300002      -6.240001    
  -6.240001      -5.260002      -3.970001      -3.010001      -2.680001    
  -2.940001      -3.720001      -4.700001      -5.170002      -4.570002    
  -3.310002      -2.620002      -3.230001      -4.360002      -4.580001    
  -3.450001      -1.940001      -1.190001      -1.390002      -1.940001    
  -2.500001      -3.180001      -4.170002      -5.320002      -6.250001    
  -6.750001      -5.460001      -5.040001      -4.650002      -4.420002    
  -4.250001      -3.940001      -3.550001      -3.460001      -4.070002    
  -5.250001      -6.350001      -6.770001      -6.520001      -6.060001    
  -5.720001      -5.410001      -5.080001      -5.130002      -5.880002    
  -6.820002      -6.860002      -5.720001      -4.530002      -4.630002    
  -5.980001      -7.130002      -6.920002      -5.590002      -4.250001    
  -3.650002      -3.780001      -4.340002      -5.230001      -6.320002    
  -7.400002      -8.170001      -8.600001      -4.280002      -3.970001    
  -3.630002      -3.410002      -3.400002      -3.550001      -3.760001    
  -4.010002      -4.370001      -4.880002      -5.330001      -5.580001    
  -5.770001      -6.120001      -6.520001      -6.450001      -5.690001    
  -4.970002      -5.290001      -6.660001      -7.810001      -7.680001    
  -6.710001      -6.330001      -7.270001      -8.730001      -9.390001    
  -8.780002      -7.540001      -6.510002      -6.050002      -6.110002    
  -6.480001      -6.990001      -7.520001      -8.000001      -8.510001    
  -2.710001      -2.020001      -1.340002     -0.9500015      -1.150002    
  -2.020001      -3.190001      -4.260002      -4.940001      -5.180001    
  -5.080001      -4.770001      -4.560001      -4.730001      -5.170002    
  -5.310001      -4.750001      -3.980001      -4.020001      -5.250001    
  -6.770001      -7.330001      -6.760002      -6.170002      -6.610002    
  -7.950001      -9.220001      -9.600001      -9.100001      -8.270001    
  -7.560001      -7.120001      -6.880002      -6.790001      -6.870001    
  -7.180001      -7.770001      -2.100002      -1.140002     -0.1700016    
  0.4299984      0.2699984     -0.7400016      -2.330002      -4.010002    
  -5.300002      -5.880002      -5.660001      -4.810001      -3.750001    
  -3.000001      -2.860002      -3.060002      -3.160002      -3.050002    
  -3.140002      -3.800001      -4.770001      -5.350001      -5.250001    
  -4.930001      -5.130002      -6.060001      -7.250001      -8.050001    
  -8.190001      -7.820002      -7.280002      -6.810001      -6.480001    
  -6.260002      -6.220001      -6.390001      -6.760002      -2.070002    
  -1.470002     -0.7700015     -0.2400016     -9.0001568E-02 -0.4400016    
  -1.370002      -2.750001      -4.110002      -4.850001      -4.650002    
  -3.640002      -2.260001      -1.070002     -0.4500016     -0.5700015    
  -1.140002      -1.760002      -2.170002      -2.500001      -2.970001    
  -3.640002      -4.310001      -4.780002      -5.050002      -5.290001    
  -5.580001      -5.850001      -5.930001      -5.760002      -5.510002    
  -5.340002      -5.270001      -5.220001      -5.110002      -4.960001    
  -4.820002      -1.110002      -1.420002      -1.510002      -1.350002    
 -0.8700016     -0.2300016      7.9998426E-02 -0.2700016     -0.9200016    
  -1.180001     -0.8000016     -0.1000016      0.4799984      0.9099984    
   1.249998       1.379998       1.029998      0.2799984     -0.4000016    
 -0.8200015      -1.280002      -2.280002      -3.790001      -5.110002    
  -5.590002      -5.170002      -4.400002      -3.770001      -3.380002    
  -3.130002      -3.000001      -3.050002      -3.210001      -3.240001    
  -2.940001      -2.410002      -1.880002      0.9799984     -0.1300016    
 -0.9600015      -1.260002     -0.7000015      0.5099984       1.569998    
   1.969998       2.059998       2.469998       3.159998       3.319998    
   2.559998       1.559998       1.269998       1.729998       2.099998    
   1.799998       1.149998      0.7299984      0.4599984     -0.3500016    
  -1.890002      -3.430001      -4.000001      -3.360002      -2.160002    
  -1.150002     -0.5500016     -0.1800016      1.9998426E-02  9.9984258E-03
 -0.1400016     -0.1100016      0.2799984      0.8599984       1.319998    
   2.779998       1.529998      0.4399984     -0.1800016      9.9998422E-02
   1.039998       1.829998       2.039998       2.199998       2.949998    
   3.859998       3.729998       2.199998      0.4199984     -0.1100016    
  0.7099984       1.589998       1.519998      0.8699984      0.6999984    
   1.219998       1.609998       1.149998      0.2099984     -0.2200016    
  0.2799984       1.259998       2.069998       2.569998       3.009998    
   3.439998       3.689998       3.689998       3.709998       3.979998    
   4.309999       4.409998       3.229998       2.479998       1.549998    
  0.7399984      0.5299984      0.7699984      0.7999984      0.4299984    
  0.3499984       1.149998       2.219998       2.319998       1.119998    
 -0.1800016     -0.2400016      0.7799984       1.369998      0.6099984    
 -0.6700016     -0.8900015      0.3999984       2.119998       3.019998    
   3.019998       2.949998       3.429998       4.199998       4.829998    
   5.259998       5.809999       6.489998       6.999998       7.159998    
   7.149998       7.269998       7.479998       7.519998       2.819998    
   2.619998       1.829998      0.8599984      0.2799984      0.1199984    
 -7.0001572E-02 -0.3600016     -0.1900016      0.8099984       2.059998    
   2.589998       2.269998       2.089998       2.809998       3.749998    
   3.379998       1.239998      -1.250002      -2.090002     -0.7700015    
   1.479998       3.099998       3.749998       4.159998       4.919998    
   5.899998       6.619998       7.069998       7.559998       8.219998    
   8.789998       8.999998       8.979999       9.099998       9.509998    
   9.999998       2.559998       2.329998       1.379998      0.2499984    
 -0.3800016     -0.3800016     -7.0001572E-02  0.4399984       1.379998    
   2.769998       4.089998       4.789999       5.039999       5.649998    
   6.809999       7.479998       6.269998       3.139998     -0.1400016    
  -1.550002     -0.5800015       1.509998       3.189998       4.079998    
   4.799998       5.849998       7.009998       7.759998       8.019999    
   8.179998       8.529998       8.919998       9.079998       9.029998    
   9.129998       9.669998       10.55000       2.759998       1.959998    
  0.6599984     -0.5400016      -1.090002     -0.9000015     -0.2100016    
  0.8399984       2.239998       3.739998       4.869998       5.389998    
   5.729998       6.539998       7.739998       8.239998       6.909998    
   3.969998       1.069998     -4.0001571E-02  0.9199984       2.809998    
   4.339998       5.159998       5.829998       6.719998       7.639998    
   8.089998       8.039998       7.899998       8.049998       8.399999    
   8.629998       8.569998       8.449998       8.629998       9.239998    
   3.149998       1.919998      0.5699984     -0.4900016      -1.070002    
  -1.220002      -1.020002     -0.4300016      0.5399984       1.599998    
   2.359998       2.729998       3.099998       3.949998       5.109998    
   5.679998       4.889998       2.989998       1.329998       1.089998    
   2.349998       4.139998       5.419998       5.959998       6.229998    
   6.639998       7.099998       7.309998       7.259998       7.249998    
   7.599998       8.219998       8.709998       8.759998       8.419998    
   7.989998       7.809998       3.449998       2.499998       1.669998    
  0.9899984      0.3299984     -0.4500016      -1.210002      -1.660002    
  -1.610002      -1.200002     -0.7600015     -0.3800016      0.1599984    
   1.129998       2.319998       3.089998       2.959998       2.159998    
   1.589998       1.969998       3.249998       4.699998       5.579998    
   5.809999       5.789999       5.949998       6.309999       6.649998    
   6.899998       7.189998       7.709998       8.409998       8.989998    
   9.179998       8.889998       8.269999       7.599998    
  -4.630002      -4.300002      -3.550001      -2.910002      -2.810002    
  -3.240001      -3.760001      -3.850002      -3.200001      -1.930001    
 -0.3900016      0.9699984       1.859998       2.139998       1.839998    
   1.299998      0.9999984       1.149998       1.469998       1.379998    
  0.6099984     -0.5200016      -1.320002      -1.160002     -2.0001573E-02
   1.569998       2.909998       3.629998       3.799998       3.659998    
   3.399998       3.119998       2.829998       2.529998       2.119998    
   1.619998       1.139998      -5.690001      -5.400002      -4.960001    
  -4.650002      -4.610002      -4.740002      -4.790001      -4.590002    
  -4.260002      -4.040001      -3.870002      -3.350002      -2.200001    
 -0.7500015      0.2299984      0.2999984     -0.2400016     -0.7800016    
  -1.050002      -1.140002      -1.240002      -1.440001      -1.720002    
  -1.950001      -1.880002      -1.300002     -0.3200016      0.6899984    
   1.419998       1.829998       2.059998       2.139998       1.879998    
   1.059998     -0.2700016      -1.620002      -2.520001      -5.940001    
  -5.770001      -5.860002      -6.130002      -6.280002      -6.040001    
  -5.400002      -4.650002      -4.320002      -4.780002      -5.670002    
  -6.070002      -5.290001      -3.730001      -2.530001      -2.380002    
  -3.030001      -3.750001      -4.060001      -3.870002      -3.170002    
  -2.260001      -1.710002      -1.970002      -2.880002      -3.640002    
  -3.630002      -2.960001      -2.190001      -1.670002      -1.320002    
  -1.030002      -1.060001      -1.810001      -3.270001      -4.830001    
  -5.850001      -5.420002      -5.210001      -5.540001      -6.140001    
  -6.480001      -6.260002      -5.590002      -4.840002      -4.520001    
  -4.980001      -5.880002      -6.380002      -5.940001      -4.980001    
  -4.400002      -4.620001      -5.270001      -5.830001      -6.200001    
  -6.380002      -6.100001      -5.210001      -4.260002      -4.130002    
  -5.040001      -6.250001      -6.830001      -6.620001      -6.210001    
  -6.020001      -5.950001      -5.650002      -5.250001      -5.230001    
  -5.820002      -6.700001      -7.360002      -4.670002      -4.070002    
  -3.900002      -4.100001      -4.370001      -4.550002      -4.650002    
  -4.750001      -4.890001      -5.150002      -5.350001      -5.140001    
  -4.470002      -3.800001      -3.700001      -4.130002      -4.580001    
  -4.930001      -5.600001      -6.800002      -7.910001      -8.140001    
  -7.530002      -6.990001      -7.240001      -8.040002      -8.690001    
  -8.850001      -8.870002      -9.060001      -9.280002      -9.110002    
